job title,job role
係長 デジタル変革推進部　ビジネスプロセス変革グループ,Information Technology Manager
係長 技術士（電気電子部門）,Engineering Manager
係長／主任,Information Technology Administrator
係長/主任クラス,Information Technology Manager
係長++,Information Technology Administrator
係長・主任  TCR,Information Technology Administrator
係長・主任クラス,Information Technology Manager
係長・主任職,Information Technology Administrator
係長代理,Information Technology Administrator
保健師,Nurse
システム開発,Developer
保育,Caregiver
保育士,Caregiver
保険コンサルタント,Insurance Agent
保険ソリューション営業部 係長・主任クラス,Sales Manager
保険代理業,Insurance Agent
保険責任者,Insurance Agent
保険金サービス企画部 デジタルイノベーショングループ リーダー,Insurance Agent
俳優,Performer
倉庫作業員,Logistics Employee
個人コンサルタント,Consultant
個人事業主,Owner
個人事業主　データ分析,Owner
個人事業主 代表,Chief Executive Officer
健康相談員,Medical Advisor
債権販売開発本部 債権・請求書開発チーム エンジニア,Business Development Specialist
先端技術システム本部 部長,Director of Information Management
先端技術事業部 事業部長,Director of Engineering
先端技術研究部 ITエンジニア,Information Technology Engineer
先端技術研究部 調査役,Research Employee
先進技術研究所 一般職,Information Technology Generalist
児童指導員,Career Counselor
全国ショウコウ事業部協同組合連合会 主任 TCR,Office Worker
全般,Office Worker
公共セールスエンジニアリング セールスエンジニア,Sales Engineer
公務員,Public Sector
取締役副社長 CO-FOUNDER,Vice President Administration
取締役副社長 ライフ・エンターテインメント・スポーツ事業本部長 テクノロジー本部長,Vice President Administration
取締役副社長 兼 特殊開発部部長,Vice President Administration
取締役営業本部長,Sales Manager
取締役執行役員,Executive
取締役執行役員 TECHデザイングループ長,Director of Information Technology
取締役執行役員 企画推進部長,Planning Manager
取締役専務執行役員,Executive
取締役工事部長 TCR,Director of Information Technology
取締役常務執行役員,Executive
取締役本部長,Information Technology Manager
取締役本部長  本部長クラス,Information Technology Manager
取締役社長,President
取締役社長··,President
取締役総務部長,Information Technology Manager
取締役部長,Information Technology Manager
取締役部長 TCR,Information Technology Manager
受付,Hospitality Professional
古木征夫 杉並支店 副支店長 営業職,Sales Employee
司書,Librarian
吉元正次 九州量販店店舗営業三課 ＧＬ 営業職,Sales Employee
吉川一仁 鹿嶋支店 － 事務職,Administrative Employee
吉川雅也 中部管理課 ＧＬ 事務職,Administrative Employee
吉森誠 北海道量販店課 ＧＬ 事務職,Administrative Employee
吉田卓矢 横浜泉支店 ＧＬ 営業職,Sales Employee
吉田紀久雄 山形支店 ＧＬ 営業職,Sales Employee
吉野毅彦 鹿嶋支店 ＧＬ 営業職,Sales Employee
名古屋基幹システム本部 事務システム部 アシスタントマネージャー,Information Technology Manager
名誉教授,Professor
品質,Quality Assurance Tester
品質スペシャリスト,Quality Assurance Tester
スタッフ,Information Technology Generalist
品質保証・品質管理,Quality Assurance Tester
品質保証エンジニア,Quality Assurance Engineer
品質保証マネージャー,Software Quality Manager
"品質保証本部 技術部 ビッグデータ解析センター, 担当係長 博士(農学)",Quality Assurance Engineer
品質保証責任者,Software Quality Manager
セールスサポート,Customer Service Specialist
品質保証部 カスタマーサポート課長,Customer Service Manager
品質保証部 品質管理課,Quality Assurance Tester
品質保証部 品質統括室 戦略グループ,Quality Assurance Tester
品質保証部門,Quality Assurance Tester
品質管理,Quality Assurance Tester
品質管理 TCR,Quality Assurance Tester
品質管理チーム マネジャー,Software Quality Manager
品質管理責任者,Quality Assurance Tester
品質管理部,Quality Assurance Tester
品質管理部 部長,Software Quality Manager
"品質管理部, 課長",Software Quality Manager
品質管理部マネージャー,Software Quality Manager
品質統括監理室 担当課長,Software Quality Manager
品質責任者,Software Quality Manager
品質部門,Quality Assurance Tester
商品企画,Business Planner
商品企画部 一般社員,Business Planner
商品担当,Product Manager
商品設計課 係長,Product Manager
商品開発室 室長代理,Development Manager
"商品開発本部 システム統括部 システム開発2部 グロースエンジニアリング課, テックリード",Developer
